"sales_key","order_id","date_key","customer_key","product_key","order_status","quantity","unit_price","unit_cost","gross_revenue","cogs","gross_profit","allocated_discount","allocated_shipping","net_revenue","net_profit"
"487","272","20250615","1844","228","Completed","1","68.08","45.01","68.08","45.01","23.07","0.00","5.00","68.08","23.07"
"488","272","20250615","1844","201","Completed","1","183.21","138.22","183.21","138.22","44.99","0.00","5.00","183.21","44.99"
"489","273","20260311","1582","209","Returned","2","157.08","117.89","314.16","235.78","78.38","2.50","5.00","311.66","75.88"
"490","273","20260311","1582","184","Returned","1","93.32","65.41","93.32","65.41","27.91","2.50","5.00","90.82","25.41"
"491","274","20260922","1708","182","Cancelled","1","336.54","258.11","336.54","258.11","78.43","1.67","2.00","334.87","76.76"
"492","274","20260922","1708","183","Cancelled","1","60.67","34.80","60.67","34.80","25.87","1.67","2.00","59.00","24.20"
"493","274","20260922","1708","203","Cancelled","1","55.41","37.95","55.41","37.95","17.46","1.67","2.00","53.74","15.79"
"494","275","20251223","1544","236","Cancelled","1","335.82","190.06","335.82","190.06","145.76","0.00","2.50","335.82","145.76"
"495","275","20251223","1544","237","Cancelled","2","155.89","96.42","311.78","192.84","118.94","0.00","2.50","311.78","118.94"
"496","275","20251223","1544","227","Cancelled","1","220.71","129.38","220.71","129.38","91.33","0.00","2.50","220.71","91.33"
"497","275","20251223","1544","192","Cancelled","1","170.10","125.07","170.10","125.07","45.03","0.00","2.50","170.10","45.03"
"498","276","20260721","1576","218","Completed","1","195.26","111.40","195.26","111.40","83.86","2.50","5.00","192.76","81.36"
"499","276","20260721","1576","224","Completed","1","44.39","27.23","44.39","27.23","17.16","2.50","5.00","41.89","14.66"
"500","277","20260509","1505","225","Completed","1","98.36","65.70","98.36","65.70","32.66","0.00","5.00","98.36","32.66"
"501","277","20260509","1505","212","Completed","1","97.33","68.97","97.33","68.97","28.36","0.00","5.00","97.33","28.36"
"502","278","20260528","1981","190","Completed","1","100.47","76.85","100.47","76.85","23.62","0.00","3.33","100.47","23.62"
"503","278","20260528","1981","225","Completed","1","98.36","65.70","98.36","65.70","32.66","0.00","3.33","98.36","32.66"
"504","278","20260528","1981","237","Completed","1","155.89","96.42","155.89","96.42","59.47","0.00","3.33","155.89","59.47"
"505","279","20250722","1844","195","Completed","1","249.99","156.58","249.99","156.58","93.41","0.00","5.99","249.99","93.41"
"506","280","20251231","1752","220","Cancelled","1","97.88","74.33","97.88","74.33","23.55","10.00","5.99","87.88","13.55"
"507","281","20260605","1701","187","Completed","2","90.39","64.58","180.78","129.16","51.62","10.00","5.99","170.78","41.62"
"508","282","20260623","1792","191","Completed","1","45.75","27.33","45.75","27.33","18.42","0.00","5.00","45.75","18.42"
"509","282","20260623","1792","184","Completed","1","93.32","65.41","93.32","65.41","27.91","0.00","5.00","93.32","27.91"
"510","283","20250708","1983","223","Completed","2","80.76","46.98","161.52","93.96","67.56","0.00","0.00","161.52","67.56"
"511","284","20260724","1903","203","Completed","1","55.41","37.95","55.41","37.95","17.46","0.00","0.00","55.41","17.46"
"512","285","20250520","1618","238","Completed","1","192.21","117.17","192.21","117.17","75.04","0.00","5.99","192.21","75.04"
"513","286","20250704","1801","193","Completed","3","232.94","146.33","698.82","438.99","259.83","5.00","9.99","693.82","254.83"
"514","287","20260903","1633","194","Completed","2","308.11","207.51","616.22","415.02","201.20","5.00","9.99","611.22","196.20"
"515","288","20251214","1515","192","Returned","1","170.10","125.07","170.10","125.07","45.03","10.00","9.99","160.10","35.03"
"516","289","20251104","1788","186","Returned","1","423.31","240.26","423.31","240.26","183.05","15.00","5.99","408.31","168.05"
"517","290","20260808","1810","216","Cancelled","1","315.71","189.79","315.71","189.79","125.92","5.00","0.00","310.71","120.92"
"518","291","20260613","2000","207","Completed","1","440.02","275.08","440.02","275.08","164.94","0.00","5.99","440.02","164.94"
"519","292","20260920","1941","204","Cancelled","1","186.71","108.43","186.71","108.43","78.28","0.00","5.00","186.71","78.28"
"520","292","20260920","1941","210","Cancelled","1","116.09","88.40","116.09","88.40","27.69","0.00","5.00","116.09","27.69"
"521","293","20250712","1900","206","Completed","1","140.62","81.04","140.62","81.04","59.58","5.00","9.99","135.62","54.58"
"522","294","20260820","1973","238","Returned","1","192.21","117.17","192.21","117.17","75.04","2.50","3.00","189.71","72.54"
"523","294","20260820","1973","198","Returned","1","71.76","49.35","71.76","49.35","22.41","2.50","3.00","69.26","19.91"
"524","295","20260917","1991","213","Completed","1","148.42","96.71","148.42","96.71","51.71","5.00","5.99","143.42","46.71"
"525","296","20260809","1715","196","Completed","2","65.17","42.83","130.34","85.66","44.68","0.00","5.99","130.34","44.68"
"526","297","20260612","1648","200","Completed","1","212.44","119.33","212.44","119.33","93.11","0.00","5.99","212.44","93.11"
"527","298","20251130","1695","212","Completed","1","97.33","68.97","97.33","68.97","28.36","5.00","3.00","92.33","23.36"
"528","298","20251130","1695","231","Completed","1","111.88","80.39","111.88","80.39","31.49","5.00","3.00","106.88","26.49"
"529","299","20251223","1776","217","Completed","1","148.68","108.91","148.68","108.91","39.77","0.00","5.99","148.68","39.77"
"530","300","20260903","1790","237","Completed","1","155.89","96.42","155.89","96.42","59.47","0.00","1.50","155.89","59.47"
"531","300","20260903","1790","235","Completed","1","40.99","23.15","40.99","23.15","17.84","0.00","1.50","40.99","17.84"
"532","300","20260903","1790","199","Completed","1","154.93","112.90","154.93","112.90","42.03","0.00","1.50","154.93","42.03"
"533","300","20260903","1790","205","Completed","1","77.40","52.92","77.40","52.92","24.48","0.00","1.50","77.40","24.48"
"534","301","20260609","1597","206","Completed","1","140.62","81.04","140.62","81.04","59.58","0.00","1.50","140.62","59.58"
"535","301","20260609","1597","181","Completed","1","101.22","64.39","101.22","64.39","36.83","0.00","1.50","101.22","36.83"
"536","301","20260609","1597","216","Completed","1","315.71","189.79","315.71","189.79","125.92","0.00","1.50","315.71","125.92"
"537","301","20260609","1597","222","Completed","1","100.07","70.05","100.07","70.05","30.02","0.00","1.50","100.07","30.02"
"538","302","20251103","1822","184","Cancelled","2","93.32","65.41","186.64","130.82","55.82","0.00","5.99","186.64","55.82"
"539","303","20251207","1853","218","Returned","2","195.26","111.40","390.52","222.80","167.72","2.50","0.00","388.02","165.22"
"540","303","20251207","1853","212","Returned","2","97.33","68.97","194.66","137.94","56.72","2.50","0.00","192.16","54.22"
"541","304","20260721","1554","194","Completed","1","308.11","207.51","308.11","207.51","100.60","10.00","0.00","298.11","90.60"
"542","305","20260111","1795","182","Returned","2","336.54","258.11","673.08","516.22","156.86","0.00","5.99","673.08","156.86"
"543","306","20260914","1769","220","Completed","1","97.88","74.33","97.88","74.33","23.55","5.00","5.99","92.88","18.55"
"544","307","20260202","1524","198","Completed","1","71.76","49.35","71.76","49.35","22.41","5.00","0.00","66.76","17.41"
"545","308","20260905","1608","186","Completed","1","423.31","240.26","423.31","240.26","183.05","0.00","0.00","423.31","183.05"
"546","308","20260905","1608","239","Completed","1","116.83","67.33","116.83","67.33","49.50","0.00","0.00","116.83","49.50"
"547","308","20260905","1608","213","Completed","1","148.42","96.71","148.42","96.71","51.71","0.00","0.00","148.42","51.71"
"548","309","20260823","1711","200","Returned","1","212.44","119.33","212.44","119.33","93.11","15.00","9.99","197.44","78.11"
"549","310","20260918","1986","238","Completed","1","192.21","117.17","192.21","117.17","75.04","5.00","2.00","187.21","70.04"
"550","310","20260918","1986","231","Completed","2","111.88","80.39","223.76","160.78","62.98","5.00","2.00","218.76","57.98"
"551","310","20260918","1986","188","Completed","1","147.11","98.96","147.11","98.96","48.15","5.00","2.00","142.11","43.15"
"552","311","20260725","1670","188","Cancelled","3","147.11","98.96","441.33","296.88","144.45","5.00","9.99","436.33","139.45"
"553","312","20260901","1916","235","Returned","1","40.99","23.15","40.99","23.15","17.84","0.00","2.00","40.99","17.84"
"554","312","20260901","1916","200","Returned","1","212.44","119.33","212.44","119.33","93.11","0.00","2.00","212.44","93.11"
"555","312","20260901","1916","192","Returned","1","170.10","125.07","170.10","125.07","45.03","0.00","2.00","170.10","45.03"
"556","313","20260920","1826","190","Cancelled","1","100.47","76.85","100.47","76.85","23.62","0.00","0.00","100.47","23.62"
"557","313","20260920","1826","226","Cancelled","2","155.18","87.63","310.36","175.26","135.10","0.00","0.00","310.36","135.10"
"558","314","20260816","1741","240","Completed","1","51.43","38.16","51.43","38.16","13.27","3.33","3.33","48.10","9.94"
"559","314","20260816","1741","230","Completed","1","94.90","67.25","94.90","67.25","27.65","3.33","3.33","91.57","24.32"
"560","314","20260816","1741","201","Completed","1","183.21","138.22","183.21","138.22","44.99","3.33","3.33","179.88","41.66"
"561","315","20260702","1623","204","Returned","1","186.71","108.43","186.71","108.43","78.28","0.00","5.00","186.71","78.28"
"562","315","20260702","1623","216","Returned","2","315.71","189.79","631.42","379.58","251.84","0.00","5.00","631.42","251.84"
"563","316","20260727","1596","239","Returned","1","116.83","67.33","116.83","67.33","49.50","1.67","2.00","115.16","47.83"
"564","316","20260727","1596","196","Returned","1","65.17","42.83","65.17","42.83","22.34","1.67","2.00","63.50","20.67"
"565","316","20260727","1596","199","Returned","1","154.93","112.90","154.93","112.90","42.03","1.67","2.00","153.26","40.36"
"566","317","20250927","1659","209","Cancelled","2","157.08","117.89","314.16","235.78","78.38","0.00","5.99","314.16","78.38"
"567","318","20260620","1864","216","Completed","2","315.71","189.79","631.42","379.58","251.84","0.00","0.00","631.42","251.84"
"568","319","20260903","1805","184","Completed","1","93.32","65.41","93.32","65.41","27.91","2.50","3.00","90.82","25.41"
"569","319","20260903","1805","204","Completed","1","186.71","108.43","186.71","108.43","78.28","2.50","3.00","184.21","75.78"
"570","320","20250810","1996","233","Completed","2","100.29","55.86","200.58","111.72","88.86","10.00","9.99","190.58","78.86"
"571","321","20260918","1941","182","Completed","2","336.54","258.11","673.08","516.22","156.86","0.00","9.99","673.08","156.86"
"572","322","20260624","1780","228","Completed","1","68.08","45.01","68.08","45.01","23.07","0.00","0.00","68.08","23.07"
"573","323","20260119","1718","201","Completed","1","183.21","138.22","183.21","138.22","44.99","0.00","0.00","183.21","44.99"
"574","323","20260119","1718","185","Completed","1","121.63","79.08","121.63","79.08","42.55","0.00","0.00","121.63","42.55"
"575","324","20260614","1921","195","Completed","1","249.99","156.58","249.99","156.58","93.41","5.00","3.00","244.99","88.41"
"576","324","20260614","1921","236","Completed","1","335.82","190.06","335.82","190.06","145.76","5.00","3.00","330.82","140.76"
"577","325","20250530","1945","191","Completed","2","45.75","27.33","91.50","54.66","36.84","5.00","2.00","86.50","31.84"
"578","325","20250530","1945","227","Completed","1","220.71","129.38","220.71","129.38","91.33","5.00","2.00","215.71","86.33"
"579","325","20250530","1945","215","Completed","2","45.82","32.17","91.64","64.34","27.30","5.00","2.00","86.64","22.30"
"580","326","20260119","1643","191","Returned","1","45.75","27.33","45.75","27.33","18.42","0.00","5.99","45.75","18.42"
"581","327","20260212","1815","205","Completed","1","77.40","52.92","77.40","52.92","24.48","7.50","5.00","69.90","16.98"
"582","327","20260212","1815","211","Completed","1","412.95","299.35","412.95","299.35","113.60","7.50","5.00","405.45","106.10"
"583","328","20250406","1820","210","Completed","1","116.09","88.40","116.09","88.40","27.69","0.00","0.00","116.09","27.69"
"584","328","20250406","1820","238","Completed","1","192.21","117.17","192.21","117.17","75.04","0.00","0.00","192.21","75.04"
"585","328","20250406","1820","209","Completed","1","157.08","117.89","157.08","117.89","39.19","0.00","0.00","157.08","39.19"
"586","328","20250406","1820","186","Completed","1","423.31","240.26","423.31","240.26","183.05","0.00","0.00","423.31","183.05"
"587","329","20260402","1568","203","Completed","1","55.41","37.95","55.41","37.95","17.46","0.00","3.00","55.41","17.46"
"588","329","20260402","1568","234","Completed","1","172.64","112.28","172.64","112.28","60.36","0.00","3.00","172.64","60.36"
"589","330","20260913","1874","193","Returned","1","232.94","146.33","232.94","146.33","86.61","2.50","0.00","230.44","84.11"
"590","330","20260913","1874","238","Returned","1","192.21","117.17","192.21","117.17","75.04","2.50","0.00","189.71","72.54"
"591","331","20260303","1846","184","Returned","1","93.32","65.41","93.32","65.41","27.91","3.33","2.00","89.99","24.58"
"592","331","20260303","1846","188","Returned","2","147.11","98.96","294.22","197.92","96.30","3.33","2.00","290.89","92.97"
"593","331","20260303","1846","182","Returned","1","336.54","258.11","336.54","258.11","78.43","3.33","2.00","333.21","75.10"
"594","332","20260428","1931","224","Completed","1","44.39","27.23","44.39","27.23","17.16","0.00","2.00","44.39","17.16"
"595","332","20260428","1931","229","Completed","1","328.53","211.34","328.53","211.34","117.19","0.00","2.00","328.53","117.19"
"596","332","20260428","1931","191","Completed","1","45.75","27.33","45.75","27.33","18.42","0.00","2.00","45.75","18.42"
"597","333","20260725","1507","196","Returned","1","65.17","42.83","65.17","42.83","22.34","1.67","3.33","63.50","20.67"
"598","333","20260725","1507","209","Returned","1","157.08","117.89","157.08","117.89","39.19","1.67","3.33","155.41","37.52"
"599","333","20260725","1507","213","Returned","1","148.42","96.71","148.42","96.71","51.71","1.67","3.33","146.75","50.04"
"600","334","20260719","1856","239","Completed","2","116.83","67.33","233.66","134.66","99.00","0.00","2.00","233.66","99.00"
"601","334","20260719","1856","233","Completed","1","100.29","55.86","100.29","55.86","44.43","0.00","2.00","100.29","44.43"
"602","334","20260719","1856","190","Completed","2","100.47","76.85","200.94","153.70","47.24","0.00","2.00","200.94","47.24"
"603","335","20260912","1513","234","Completed","1","172.64","112.28","172.64","112.28","60.36","1.25","2.50","171.39","59.11"
"604","335","20260912","1513","225","Completed","1","98.36","65.70","98.36","65.70","32.66","1.25","2.50","97.11","31.41"
"605","335","20260912","1513","220","Completed","2","97.88","74.33","195.76","148.66","47.10","1.25","2.50","194.51","45.85"
"606","335","20260912","1513","206","Completed","1","140.62","81.04","140.62","81.04","59.58","1.25","2.50","139.37","58.33"
"607","336","20260909","1679","187","Completed","1","90.39","64.58","90.39","64.58","25.81","5.00","0.00","85.39","20.81"
"608","337","20260920","1672","204","Completed","1","186.71","108.43","186.71","108.43","78.28","5.00","0.00","181.71","73.28"
"609","337","20260920","1672","235","Completed","1","40.99","23.15","40.99","23.15","17.84","5.00","0.00","35.99","12.84"
"610","337","20260920","1672","202","Completed","1","148.28","83.26","148.28","83.26","65.02","5.00","0.00","143.28","60.02"
"611","338","20250411","1854","213","Returned","2","148.42","96.71","296.84","193.42","103.42","0.00","2.50","296.84","103.42"
"612","338","20250411","1854","203","Returned","3","55.41","37.95","166.23","113.85","52.38","0.00","2.50","166.23","52.38"
"613","338","20250411","1854","188","Returned","1","147.11","98.96","147.11","98.96","48.15","0.00","2.50","147.11","48.15"
"614","338","20250411","1854","198","Returned","1","71.76","49.35","71.76","49.35","22.41","0.00","2.50","71.76","22.41"
"615","339","20260902","1875","193","Completed","1","232.94","146.33","232.94","146.33","86.61","10.00","0.00","222.94","76.61"
"616","340","20260722","1584","185","Completed","1","121.63","79.08","121.63","79.08","42.55","5.00","3.33","116.63","37.55"
"617","340","20260722","1584","192","Completed","1","170.10","125.07","170.10","125.07","45.03","5.00","3.33","165.10","40.03"
"618","340","20260722","1584","231","Completed","3","111.88","80.39","335.64","241.17","94.47","5.00","3.33","330.64","89.47"
"619","341","20260812","1767","218","Completed","1","195.26","111.40","195.26","111.40","83.86","1.67","0.00","193.59","82.19"
"620","341","20260812","1767","235","Completed","1","40.99","23.15","40.99","23.15","17.84","1.67","0.00","39.32","16.17"
"621","341","20260812","1767","189","Completed","1","413.12","294.37","413.12","294.37","118.75","1.67","0.00","411.45","117.08"
"622","342","20260917","1884","231","Completed","1","111.88","80.39","111.88","80.39","31.49","5.00","3.00","106.88","26.49"
"623","342","20260917","1884","185","Completed","2","121.63","79.08","243.26","158.16","85.10","5.00","3.00","238.26","80.10"
"624","343","20260103","1505","214","Completed","1","443.92","253.54","443.92","253.54","190.38","5.00","2.00","438.92","185.38"
"625","343","20260103","1505","196","Completed","2","65.17","42.83","130.34","85.66","44.68","5.00","2.00","125.34","39.68"
"626","343","20260103","1505","183","Completed","3","60.67","34.80","182.01","104.40","77.61","5.00","2.00","177.01","72.61"
"627","344","20260308","1847","222","Cancelled","1","100.07","70.05","100.07","70.05","30.02","5.00","0.00","95.07","25.02"
"628","345","20260318","1926","234","Completed","1","172.64","112.28","172.64","112.28","60.36","0.00","5.99","172.64","60.36"
"629","346","20260412","1739","213","Cancelled","1","148.42","96.71","148.42","96.71","51.71","5.00","5.00","143.42","46.71"
"630","346","20260412","1739","183","Cancelled","1","60.67","34.80","60.67","34.80","25.87","5.00","5.00","55.67","20.87"
"631","347","20260519","1838","191","Returned","1","45.75","27.33","45.75","27.33","18.42","15.00","5.99","30.75","3.42"
"632","348","20260908","1646","225","Completed","1","98.36","65.70","98.36","65.70","32.66","0.00","5.00","98.36","32.66"
"633","348","20260908","1646","205","Completed","3","77.40","52.92","232.20","158.76","73.44","0.00","5.00","232.20","73.44"
"634","349","20260911","1633","195","Completed","1","249.99","156.58","249.99","156.58","93.41","7.50","0.00","242.49","85.91"
"635","349","20260911","1633","194","Completed","1","308.11","207.51","308.11","207.51","100.60","7.50","0.00","300.61","93.10"
"636","350","20250518","1685","193","Completed","1","232.94","146.33","232.94","146.33","86.61","0.00","0.00","232.94","86.61"
"637","350","20250518","1685","204","Completed","1","186.71","108.43","186.71","108.43","78.28","0.00","0.00","186.71","78.28"
"638","350","20250518","1685","208","Completed","2","270.85","183.28","541.70","366.56","175.14","0.00","0.00","541.70","175.14"
"639","350","20250518","1685","235","Completed","1","40.99","23.15","40.99","23.15","17.84","0.00","0.00","40.99","17.84"
"640","351","20260919","1757","218","Completed","1","195.26","111.40","195.26","111.40","83.86","5.00","0.00","190.26","78.86"
"641","351","20260919","1757","210","Completed","1","116.09","88.40","116.09","88.40","27.69","5.00","0.00","111.09","22.69"
"642","352","20260606","1889","203","Completed","1","55.41","37.95","55.41","37.95","17.46","10.00","5.99","45.41","7.46"
"643","353","20251006","1877","200","Returned","1","212.44","119.33","212.44","119.33","93.11","0.00","9.99","212.44","93.11"
"644","354","20260918","1957","183","Cancelled","1","60.67","34.80","60.67","34.80","25.87","7.50","0.00","53.17","18.37"
"645","354","20260918","1957","203","Cancelled","3","55.41","37.95","166.23","113.85","52.38","7.50","0.00","158.73","44.88"
"646","355","20260903","1503","212","Cancelled","2","97.33","68.97","194.66","137.94","56.72","0.00","1.50","194.66","56.72"
"647","355","20260903","1503","221","Cancelled","1","211.10","133.66","211.10","133.66","77.44","0.00","1.50","211.10","77.44"
"648","355","20260903","1503","199","Cancelled","2","154.93","112.90","309.86","225.80","84.06","0.00","1.50","309.86","84.06"
"649","355","20260903","1503","240","Cancelled","1","51.43","38.16","51.43","38.16","13.27","0.00","1.50","51.43","13.27"
"650","356","20260207","1526","187","Cancelled","1","90.39","64.58","90.39","64.58","25.81","0.00","5.99","90.39","25.81"
"651","357","20251111","1929","200","Returned","1","212.44","119.33","212.44","119.33","93.11","0.00","5.99","212.44","93.11"
"652","358","20251009","1544","226","Cancelled","1","155.18","87.63","155.18","87.63","67.55","1.67","2.00","153.51","65.88"
"653","358","20251009","1544","196","Cancelled","1","65.17","42.83","65.17","42.83","22.34","1.67","2.00","63.50","20.67"
"654","358","20251009","1544","189","Cancelled","1","413.12","294.37","413.12","294.37","118.75","1.67","2.00","411.45","117.08"
"655","359","20260604","1532","181","Completed","2","101.22","64.39","202.44","128.78","73.66","0.00","5.99","202.44","73.66"
"656","360","20260504","1947","191","Cancelled","1","45.75","27.33","45.75","27.33","18.42","0.00","9.99","45.75","18.42"
"657","361","20260320","1871","194","Completed","2","308.11","207.51","616.22","415.02","201.20","0.00","0.00","616.22","201.20"
"658","362","20260830","1860","197","Completed","1","49.20","27.84","49.20","27.84","21.36","0.00","0.00","49.20","21.36"
"659","363","20260921","1528","184","Completed","1","93.32","65.41","93.32","65.41","27.91","0.00","9.99","93.32","27.91"
"660","364","20260422","1939","183","Completed","1","60.67","34.80","60.67","34.80","25.87","0.00","0.00","60.67","25.87"
"661","365","20260901","1858","210","Completed","2","116.09","88.40","232.18","176.80","55.38","0.00","5.99","232.18","55.38"
"662","366","20260605","1827","230","Completed","1","94.90","67.25","94.90","67.25","27.65","7.50","3.00","87.40","20.15"
"663","366","20260605","1827","235","Completed","1","40.99","23.15","40.99","23.15","17.84","7.50","3.00","33.49","10.34"
"664","367","20260915","1896","194","Completed","1","308.11","207.51","308.11","207.51","100.60","0.00","2.50","308.11","100.60"
"665","367","20260915","1896","213","Completed","1","148.42","96.71","148.42","96.71","51.71","0.00","2.50","148.42","51.71"
"666","367","20260915","1896","210","Completed","2","116.09","88.40","232.18","176.80","55.38","0.00","2.50","232.18","55.38"
"667","367","20260915","1896","224","Completed","1","44.39","27.23","44.39","27.23","17.16","0.00","2.50","44.39","17.16"
"668","368","20260909","1611","232","Cancelled","2","292.00","192.97","584.00","385.94","198.06","5.00","0.00","579.00","193.06"
"669","369","20260520","1614","200","Completed","2","212.44","119.33","424.88","238.66","186.22","2.50","0.00","422.38","183.72"
"670","369","20260520","1614","194","Completed","1","308.11","207.51","308.11","207.51","100.60","2.50","0.00","305.61","98.10"
"671","369","20260520","1614","207","Completed","2","440.02","275.08","880.04","550.16","329.88","2.50","0.00","877.54","327.38"
"672","369","20260520","1614","215","Completed","1","45.82","32.17","45.82","32.17","13.65","2.50","0.00","43.32","11.15"
"673","370","20260728","1975","220","Completed","2","97.88","74.33","195.76","148.66","47.10","0.00","3.33","195.76","47.10"
"674","370","20260728","1975","232","Completed","1","292.00","192.97","292.00","192.97","99.03","0.00","3.33","292.00","99.03"
"675","370","20260728","1975","206","Completed","2","140.62","81.04","281.24","162.08","119.16","0.00","3.33","281.24","119.16"
"676","371","20260917","1607","212","Completed","2","97.33","68.97","194.66","137.94","56.72","0.00","3.00","194.66","56.72"
"677","371","20260917","1607","205","Completed","1","77.40","52.92","77.40","52.92","24.48","0.00","3.00","77.40","24.48"
"678","372","20251125","1726","238","Cancelled","1","192.21","117.17","192.21","117.17","75.04","15.00","0.00","177.21","60.04"
"679","373","20250507","1863","213","Completed","1","148.42","96.71","148.42","96.71","51.71","0.00","0.00","148.42","51.71"
"680","373","20250507","1863","193","Completed","3","232.94","146.33","698.82","438.99","259.83","0.00","0.00","698.82","259.83"
"681","374","20260406","1928","196","Cancelled","1","65.17","42.83","65.17","42.83","22.34","0.00","0.00","65.17","22.34"
"682","374","20260406","1928","224","Cancelled","1","44.39","27.23","44.39","27.23","17.16","0.00","0.00","44.39","17.16"
"683","374","20260406","1928","187","Cancelled","1","90.39","64.58","90.39","64.58","25.81","0.00","0.00","90.39","25.81"
"684","374","20260406","1928","205","Cancelled","1","77.40","52.92","77.40","52.92","24.48","0.00","0.00","77.40","24.48"
"685","375","20260815","1708","228","Completed","2","68.08","45.01","136.16","90.02","46.14","5.00","0.00","131.16","41.14"
"686","375","20260815","1708","230","Completed","1","94.90","67.25","94.90","67.25","27.65","5.00","0.00","89.90","22.65"
"687","376","20251024","1889","190","Completed","1","100.47","76.85","100.47","76.85","23.62","5.00","0.00","95.47","18.62"
"688","377","20250930","1864","196","Completed","1","65.17","42.83","65.17","42.83","22.34","0.00","2.00","65.17","22.34"
"689","377","20250930","1864","185","Completed","2","121.63","79.08","243.26","158.16","85.10","0.00","2.00","243.26","85.10"
"690","377","20250930","1864","189","Completed","1","413.12","294.37","413.12","294.37","118.75","0.00","2.00","413.12","118.75"
"691","378","20260519","1936","210","Completed","1","116.09","88.40","116.09","88.40","27.69","0.00","9.99","116.09","27.69"
"692","379","20260910","1612","232","Completed","1","292.00","192.97","292.00","192.97","99.03","0.00","3.00","292.00","99.03"
"693","379","20260910","1612","226","Completed","1","155.18","87.63","155.18","87.63","67.55","0.00","3.00","155.18","67.55"
"694","380","20260621","1567","231","Completed","1","111.88","80.39","111.88","80.39","31.49","3.33","3.33","108.55","28.16"
"695","380","20260621","1567","238","Completed","1","192.21","117.17","192.21","117.17","75.04","3.33","3.33","188.88","71.71"
"696","380","20260621","1567","203","Completed","1","55.41","37.95","55.41","37.95","17.46","3.33","3.33","52.08","14.13"
"697","381","20251120","1802","236","Completed","1","335.82","190.06","335.82","190.06","145.76","0.00","2.00","335.82","145.76"
"698","381","20251120","1802","207","Completed","1","440.02","275.08","440.02","275.08","164.94","0.00","2.00","440.02","164.94"
"699","381","20251120","1802","222","Completed","1","100.07","70.05","100.07","70.05","30.02","0.00","2.00","100.07","30.02"
"700","382","20260401","1541","224","Completed","1","44.39","27.23","44.39","27.23","17.16","3.33","2.00","41.06","13.83"
"701","382","20260401","1541","218","Completed","1","195.26","111.40","195.26","111.40","83.86","3.33","2.00","191.93","80.53"
"702","382","20260401","1541","235","Completed","1","40.99","23.15","40.99","23.15","17.84","3.33","2.00","37.66","14.51"
"703","383","20250709","1822","202","Cancelled","1","148.28","83.26","148.28","83.26","65.02","7.50","3.00","140.78","57.52"
"704","383","20250709","1822","199","Cancelled","1","154.93","112.90","154.93","112.90","42.03","7.50","3.00","147.43","34.53"
"705","384","20260503","1908","218","Cancelled","1","195.26","111.40","195.26","111.40","83.86","0.00","0.00","195.26","83.86"
"706","384","20260503","1908","202","Cancelled","1","148.28","83.26","148.28","83.26","65.02","0.00","0.00","148.28","65.02"
"707","385","20260505","1735","183","Completed","1","60.67","34.80","60.67","34.80","25.87","0.00","3.00","60.67","25.87"
"708","385","20260505","1735","188","Completed","2","147.11","98.96","294.22","197.92","96.30","0.00","3.00","294.22","96.30"
"709","386","20260914","1690","194","Completed","1","308.11","207.51","308.11","207.51","100.60","0.00","3.00","308.11","100.60"
"710","386","20260914","1690","206","Completed","2","140.62","81.04","281.24","162.08","119.16","0.00","3.00","281.24","119.16"
"711","387","20260607","1744","237","Cancelled","1","155.89","96.42","155.89","96.42","59.47","0.00","0.00","155.89","59.47"
"712","387","20260607","1744","183","Cancelled","1","60.67","34.80","60.67","34.80","25.87","0.00","0.00","60.67","25.87"
"713","387","20260607","1744","205","Cancelled","2","77.40","52.92","154.80","105.84","48.96","0.00","0.00","154.80","48.96"
"714","388","20260501","1534","232","Cancelled","1","292.00","192.97","292.00","192.97","99.03","5.00","0.00","287.00","94.03"
"715","389","20260911","1986","188","Completed","3","147.11","98.96","441.33","296.88","144.45","1.25","1.50","440.08","143.20"
"716","389","20260911","1986","233","Completed","2","100.29","55.86","200.58","111.72","88.86","1.25","1.50","199.33","87.61"
"717","389","20260911","1986","190","Completed","1","100.47","76.85","100.47","76.85","23.62","1.25","1.50","99.22","22.37"
"718","389","20260911","1986","221","Completed","2","211.10","133.66","422.20","267.32","154.88","1.25","1.50","420.95","153.63"
"719","390","20260905","1714","200","Returned","1","212.44","119.33","212.44","119.33","93.11","5.00","2.00","207.44","88.11"
"720","390","20260905","1714","225","Returned","2","98.36","65.70","196.72","131.40","65.32","5.00","2.00","191.72","60.32"
"721","390","20260905","1714","226","Returned","1","155.18","87.63","155.18","87.63","67.55","5.00","2.00","150.18","62.55"
"722","391","20251124","1980","218","Cancelled","1","195.26","111.40","195.26","111.40","83.86","0.00","9.99","195.26","83.86"
"723","392","20251226","1673","226","Completed","1","155.18","87.63","155.18","87.63","67.55","0.00","9.99","155.18","67.55"
"724","393","20260524","1886","239","Completed","1","116.83","67.33","116.83","67.33","49.50","0.00","3.00","116.83","49.50"
"725","393","20260524","1886","189","Completed","2","413.12","294.37","826.24","588.74","237.50","0.00","3.00","826.24","237.50"
"726","394","20260812","1720","208","Completed","1","270.85","183.28","270.85","183.28","87.57","5.00","5.00","265.85","82.57"
"727","394","20260812","1720","232","Completed","2","292.00","192.97","584.00","385.94","198.06","5.00","5.00","579.00","193.06"
"728","395","20260828","1921","190","Completed","1","100.47","76.85","100.47","76.85","23.62","2.50","1.50","97.97","21.12"
